inputs,target 
i love cats. @ i play a lot of video games.,I pet my cats while playing video games.
i love cats. @ i play a lot of video games.,I do too.  My cat loves watching me play games.
i love cats. @ i play a lot of video games.,I even have a video game based on cats.
i like making clothes with needles and thread. @ i do not like wearing shoes.,"I find most clothes ill-fitting, that's why I don't wear shoes."
i like making clothes with needles and thread. @ i do not like wearing shoes.,"yea,but too bad you cant make sneakers that way."
i like making clothes with needles and thread. @ i do not like wearing shoes.,I don't make my own shoes though.
i like basketball. @ i am from texas.,Basketball is a popular sport in my home state. I am from Texas.
i like basketball. @ i am from texas.,"where i'm from, texas, it's also a big deal"
i like basketball. @ i am from texas.,Basketball isn't too big where I grew up. I am from Texas
i am going to school to earn a degree. @ i hate shelled things.,My parents want to take me out for a celebratory clam dinner.
i am going to school to earn a degree. @ i hate shelled things.,I am going to school to earn a degree in marine biology. The only problem is that I hate shelled things.
i am going to school to earn a degree. @ i hate shelled things.,"I have to buy shelled things because they're all I can afford, so I'm thinking about going back to school for a degree to earn more money and can buy better food."
my mom and dad have a degree in law. @ i dislike putting on swimwear.,My parents were always too busy to take me out so I got obese.
my mom and dad have a degree in law. @ i dislike putting on swimwear.,"The law firm where I work always takes the employees on beach retreats, and I avoid situations where I have to wear swimwear."
my mom and dad have a degree in law. @ i dislike putting on swimwear.,"I typically avoided the pursuit of higher education to instead focus on hobbies, dreams or passions."
i own a small farm where i herd cattle. @ i was in the army.,I inherited the farm after my service in the military
i love my pets. @ i hail from canada.,"The most popular pet in Canada is a dog, followed closely by a cat."
i love my pets. @ i hail from canada.,I once dated a girl from Canada that had three cats.
i love my pets. @ i hail from canada.,My pets are from Canada.
i love my pets. @ i hail from canada.,I once raised a moose.
i love my pets. @ i hail from canada.,I love pets too.  I brought my dog with me when I moved from Canada.
i love my pets. @ i hail from canada.,"I love my pets. Actually I love all animals: dogs, cats—even moose. Granted, moose might seem strange to you, but I hail from Canada so it makes sense."
i usually go to bed late. @ i am studying to be a dentist.,I have a lot of studying for school and need to do it in the evening.  It's a lot of work studying to be a dentist.
i usually go to bed late. @ i am studying to be a dentist.,Studying to be a dentist it’s something that causes me to have a lot of nights with little bedtime.
i volunteer at an animal shelter. @ i love going to concerts.,I prefer spending my free time just having fun.
i volunteer at an animal shelter. @ i love going to concerts.,Sweet! Do you do it on weekends? Any other hobbies?
i have 5 children. @ i am a student.,It makes going to school difficult at times
i have 5 children. @ i am a student.,I am a busy student and don’t have the time right now to even think about having kids.
i have 5 children. @ i am a student.,I would like to have lots of kids once I get married and have a good career. Right now I am a student.
