inputs,target 
my mother is the greatest chef in the world. @ i have been studying to become a doctor for two years.,I have gone down a different path than my mother.
my mother is the greatest chef in the world. @ i have been studying to become a doctor for two years.,My mom cooks for me when I am in medical school since I don't have the time to cook.
my mother is the greatest chef in the world. @ i have been studying to become a doctor for two years.,"My mother is the greatest chef in the world, so I almost pursued that as a career. But I decided to follow in my father's footsteps instead, so I have been studying to become a doctor for two years."
i am a parent to 3 kids. @ i work in billing.,I work hard to support my kids.
i am a parent to 3 kids. @ i work in billing.,"I wish I made more because it's hard to provide for all of them. My job is kind of boring, too."
i am a parent to 3 kids. @ i work in billing.,"I don't like my job, but I have to work here to make enough money to support my kids."
i am a fan of ac milan. @ i like working with numbers.,I learned about numbers by watching gambling stats for soccer clubs like ac milan.
i am a fan of ac milan. @ i like working with numbers.,I typically focus more on work and personal hobbies than indugling over celebrities or such.
i am a fan of ac milan. @ i like working with numbers.,I watch AC Milan when I am not doing my job as an accountant.
i like to go to the pool. @ i enjoy making food.,"I love to go to the pool, especially when there’s a party and I get to bring the food I enjoy making."
i like to go to the pool. @ i enjoy making food.,After I swim I come home and cook dinner.
i like to go to the pool. @ i enjoy making food.,I have exercise and eat healthier in order to lose weight.
i wear a lot of purple. @ i want to be a doctor.,"I prefer wearing white, since that's what I'll wear when I'm a doctor."
i wear a lot of purple. @ i want to be a doctor.,"Purple is the color of my university, which has a great medical school."
i wear a lot of purple. @ i want to be a doctor.,I would have to wear a white coat at work if I followed my dreams.
i am a farmer. @ i have two pet dogs.,"When I'm out in the fields it can get lonely.  However, my two pet dogs are often keep me company."
i am a farmer. @ i have two pet dogs.,I do not have a farm but I live in a rural area and I enjoy visiting local farms together with my dogs.  I have two pet dogs.
i have 2 cats. @ i love to go to the beach.,"I love to go to the beach and always see people bring their dogs, but never cats."
i rock out to old tunes. @ i am a driver for a local bakery.,I like to dance to oldies when off work from being a driver.
i rock out to old tunes. @ i am a driver for a local bakery.,"Yeah I do have my side hobbies too, most of which others do not know of outside my ""normal"" work-life balance."
i rock out to old tunes. @ i am a driver for a local bakery.,I like to listen to the radio when I'm driving.  I do deliveries for a bakery.
math is my favorite subject. @ i am a boy.,My sister hates math. I think I like it because I am a boy.
i exercise a lot. @ i am not a fan of some vegetables.,I work out a lot because I don't eat a lot of veggies.
i exercise a lot. @ i am not a fan of some vegetables.,"I exercise more than the average person as well to offset my rather unbalanced diet, as there are a number of healthy vegetables that I just don't like."
i exercise a lot. @ i am not a fan of some vegetables.,you need to eat healthy if you exercise a lot
i spend a lot of time outdoors with nature. @ i stand up for animals and the planet.,My time outdoors caused me to write petitions.
i spend a lot of time outdoors with nature. @ i stand up for animals and the planet.,I think observing animals and seeing their importance to the environment is an important thing about being outdoors and in nature.  That's why I stand up for animals and the planet.
i spend a lot of time outdoors with nature. @ i stand up for animals and the planet.,Nature is very precious.
i love to surf. @ i am starting a new juicing bar.,I juice before i surf.  Right now i am starting a new juicing bar.
i love to surf. @ i am starting a new juicing bar.,I’m thinking of starting a new juicing bar and the beach would be a great location for it because I know a lot of surfers would love some healthy juices.
